Individual ID;Latitude (°);Longitude (°);Collection date;Herbarium/ Collector;Sample age class;Extraction method;Lib prep method;Sequencing platform and chemistry;SRA accession code;Spatial group assignment;Population assignmnent;reason if excluded from final analysis;note
EU2-20-11;51,63281;14,18437;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446281;diffuse;Europe (East);;
EU2-21-13;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446433;CR Prague;Europe;;
EU2-21-14;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446435;CR Prague;Europe;;
EU2-21-16;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446589;CR Prague;Europe;;
EU2-21-18;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446430;CR Prague;Europe;;
EU2-21-20;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446439;CR Prague;Europe;;
EU2-21-22;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446288;CR Prague;Europe;;
EU2-21-24;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446438;CR Prague;Europe;;
EU2-21-27;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446349;CR Prague;Europe;;
EU2-21-28;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451426, ERR7446451;CR Prague;Europe;;
EU2-21-29;50,19005;15,06036;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446411;CR Prague;Europe;;
EU2-22-1;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446450;CR Brno;Europe;;
EU2-22-10;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446528;CR Brno;Europe;;
EU2-22-13;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446454;CR Brno;Europe;;
EU2-22-15;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446402;CR Brno;Europe;;
EU2-22-18;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446440;CR Brno;Europe;;
EU2-22-19;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446475;CR Brno;Europe;;
EU2-22-22;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446434;CR Brno;Europe;;
EU2-22-24;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446437;CR Brno;Europe;;
EU2-22-25;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446446;CR Brno;Europe;;
EU2-22-26;49,41803;17,96153;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446481;CR Brno;Europe;;
EU2-23-10;50,44297;18,86337;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446445;diffuse;Europe (West);;
EU2-23-12;50,44297;18,86337;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446436;diffuse;Europe (West);;
EU2-23-17;50,44297;18,86337;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446492;diffuse;Europe (West);;
EU2-24-1;48,48919;21,80622;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI;ERR7448892;diffuse;Europe (Mideast);;
EU2-24-10;48,48919;21,80622;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446458;diffuse;Europe (Mideast);;
EU2-25-14;47,97730;23,04430;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446447;diffuse;Europe (Mideast);;
EU2-25-15;47,97730;23,04430;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446441;diffuse;Europe (West);;
EU2-26-1;46,23696;24,85397;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446443;diffuse;Europe (Mideast);;
EU2-26-12;46,23696;24,85397;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448874, ERR7446442;diffuse;Europe (Mideast);;
EU2-30-1;49,86851;23,01180;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446444;diffuse;Europe (West);;
EU2-30-12;49,86851;23,01180;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446457;diffuse;Europe (West);;
EU2-31-1;45,37402;27,07202;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446483;diffuse;Europe (Mideast);;
EU2-31-11;45,37402;27,07202;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446449;diffuse;Europe (Mideast);;
EU2-32-12;44,16268;28,50984;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446464;diffuse;Europe (Mideast);;
EU2-32-13;44,16268;28,50984;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7448875, ERR7446452;diffuse;Europe (Mideast);;
EU2-33-1;44,40457;26,13484;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446455;diffuse;Europe (Mideast);;
EU2-33-10;44,40457;26,13484;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446468;diffuse;Europe (Mideast);;
EU2-35-1;43,09184;21,93797;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446471;diffuse;Europe (Mideast);;
EU2-35-14;43,09184;21,93797;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446469;diffuse;Europe (Mideast);;
EU2-36-1;43,31519;24,25981;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446456;diffuse;Europe (Mideast);;
EU2-36-11;43,31519;24,25981;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446470;diffuse;Europe (Mideast);;
EU2-37-1;43,91788;20,73313;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446472;diffuse;Europe (West);;
EU2-37-11;43,91788;20,73313;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446473;diffuse;Europe;;
EU2-38-12D;45,71531;15,65380;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446511;diffuse;Europe (Mideast);;
EU2-38-13D;45,71531;15,65380;2014;Lotte A. van Boheemen;modern;This study;This study (BEST);NovaSeq PE150;ERR7446526;diffuse;Europe (Mideast);;
FL-10;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446459;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-11;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446460;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-24;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446461;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-25;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446462;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-26;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451287, ERR7446520;FL North;South;;
FL-29;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446465;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-30;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446466;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-5;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446467;-;-;Sequencing depth (MAPQ 25) < 0.1;
FL-9;30,40630;-83,14014;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451432, ERR7446477;FL North;South;;
FL-A-1;25,54179;-80,41284;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446494;diffuse;South;;
FL-B-1;27,76424;-81,59491;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446474;diffuse;South;;
FL-B-2;27,76424;-81,59491;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446478;diffuse;South;;
FL-D-2018-1;27,37437;-80,41604;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446489;FL South;South;;
FL-D-2018-2;27,37437;-80,41604;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446488;FL South;South;;
FL-D-2018-3;27,37437;-80,41604;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446490;FL South;South;;
FL-E-1;29,35716;-81,15955;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446479;diffuse;South;;
FL-E-2;29,35716;-81,15955;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446476;diffuse;South;;
FL-F-1;30,69589;-86,75080;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446486;diffuse;Mideast;;
FL-F-2;30,69589;-86,75080;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446491;diffuse;Mideast;;
FLD-1;27,374365;-80,416042;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597488;FL South;South;;
FLD-3;27,374365;-80,416042;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446480;-;-;Sequencing depth (MAPQ 25) < 0.1;
FLD-4;27,374365;-80,416042;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3602084;FL South;South;;
FLD-5;27,374365;-80,416042;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597473;FL South;South;;
FLD-6;27,374365;-80,416042;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597475;FL South;South;;
FLD-7;27,374365;-80,416042;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597480;FL South;South;;
FLG-7;27,08522;-81,79497;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597486;diffuse;South;;
FLG-8;27,08522;-81,79497;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597487;diffuse;South;;
FLH-2018-1;29,95931;-82,71238;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446487;FL North;South;;
FLH-2018-2;29,95931;-82,71238;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446485;FL North;South;;
FLH-2018-3;29,95931;-82,71238;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446493;FL North;South;;
FLH-2018-5;29,95931;-82,71238;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446496;FL North;South;;
FLH-2018-6;29,95931;-82,71238;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446504;FL North;South;;
FR-5;45,67878;4,97993;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446501;diffuse;Europe (Mideast);;
FR1-26;45,08023;4,75744;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446500;diffuse;Europe (Mideast);;
FR2-1;45,67878;4,97993;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446508;diffuse;Europe (Mideast);;
FR2-7;45,67878;4,97993;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446499;diffuse;Europe (Mideast);;
FR7-3;47,17582;3,01463;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446507;diffuse;Europe (Mideast);;
FR7-6;47,17582;3,01463;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446497;diffuse;Europe (Mideast);;
FR8-19;44,21666;4,26401;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446540;diffuse;Europe (Mideast);;
FR9-5;44,75302;4,87052;2008;François Bretagnolle, Alessia Guggisberg;modern;This study;This study (BEST);NovaSeq PE150;ERR7446513;diffuse;Europe (Mideast);;
GA-1;31,67867;-83,19613;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446495;diffuse;Mideast;;
GA-2;31,67867;-83,19613;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446502;diffuse;Mideast;;
IA-1;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446512;IA Ames;West;;
IA-10;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446503;IA Ames;West;;
IA-2;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446506;IA Ames;West;;
IA-3;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446505;IA Ames;West;;
IA-4;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446516;IA Ames;West;;
IA-5;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446509;IA Ames;West;;
IA-6;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446544;IA Ames;West;;
IA-7;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446522;IA Ames;West;;
IA-8;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446517;IA Ames;West;;
IA-9;41,87498;-93,48278;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446518;IA Ames;West;;
IL-1;39,23775;-88,15122;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446515;diffuse;Mideast;;
IL-2;39,23775;-88,15122;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446653;diffuse;Mideast;;
IW-10;42,67797;-96,50239;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451325, ERR7446648;diffuse;West;;
IW-11;42,67797;-96,50239;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446524;diffuse;West;;
K12-1;45,25472;19,91231;2017;Bojan  Konstantinovic;modern;This study;This study (BEST);NovaSeq PE150;ERR7446537;diffuse;Europe (Mideast);;Seeds collected by Bojan Konstantinovic. November 2017. Grown from seeds in TRH greenhouses.
K13-1;45,25472;19,91231;2017;Bojan  Konstantinovic;modern;This study;This study (BEST);NovaSeq PE150;ERR7446702;diffuse;Europe;;Seeds collected by Bojan Konstantinovic. November 2017. Grown from seeds in TRH greenhouses.
K16-1;45,25472;19,91231;2017;Bojan  Konstantinovic;modern;This study;This study (BEST);NovaSeq PE150;ERR7446633;diffuse;Europe;;Seeds collected by Bojan Konstantinovic. November 2017. Grown from seeds in TRH greenhouses.
K2-1;45,25472;19,91231;2017;Bojan  Konstantinovic;modern;This study;This study (BEST);NovaSeq PE150;ERR7446538;diffuse;Europe;;Seeds collected by Bojan Konstantinovic. November 2017. Grown from seeds in TRH greenhouses.
KSAP_1;38,44550;-96,55713;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446519;-;-;different species or hybrid;
KSAP_5;38,44550;-96,55713;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446523;-;-;different species or hybrid;
KSAP-9;38,44550;-96,55713;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446521;-;-;different species or hybrid;
KY-14;38,62588;-85,00741;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446641;diffuse;Mideast;;
KY-29;38,62588;-85,00741;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446590;diffuse;Mideast;;
MA-A-1;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446529;MA Boston;East;;
MA-A-10;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446531;MA Boston;East;;
MA-A-2;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446527;MA Boston;East;;
MA-A-3;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446588;MA Boston;East;;
MA-A-4;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446543;MA Boston;East;;
MA-A-5;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446546;MA Boston;East;;
MA-A-6;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446533;MA Boston;East;;
MA-A-7;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446534;MA Boston;East;;
MA-A-8;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446623;MA Boston;East;;
MA-A-9;42,31109;-71,16120;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446536;MA Boston;East;;
ME-C-1;44,01332;-70,06944;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446639;diffuse;East;;
ME-C-2;44,01332;-70,06944;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447157;diffuse;East;;
ME-E-1;45,15784;-67,28904;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446539;diffuse;East;;
ME-E-2;45,15784;-67,28904;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448117;diffuse;East;;
MI-2;46,35814;-84,88066;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446542;diffuse;Mideast;;
MI-3;46,35814;-84,88066;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7450296, ERR7446545;diffuse;Mideast;;
MI-B-2019-1;43,15405;-84,503539;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7446611;diffuse;Mideast;;
MI-B-2019-2;43,15405;-84,503539;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7446610;diffuse;Mideast;;
MN2-1;44,44716;-79,80385;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7447078;diffuse;Mideast;;
MN2-3;44,44716;-79,80385;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448167;diffuse;Mideast;;
MO-A-2019-1;38,96843;-93,87942;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7446608;diffuse;West;;
MO-A-2019-2;38,96843;-93,87942;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7446654;diffuse;West;;
MO-B-2018-3;38,38635;-90,25932;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446703;MO St Louis;Mideast;;
MO-B-2018-4;38,38635;-90,25932;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446665;MO St Louis;Mideast;;
MO-B-2018-5;38,38635;-90,25932;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447534;MO St Louis;Mideast;;
MO-B-2018-6;38,38635;-90,25932;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446679;MO St Louis;Mideast;;
MO-B-2018-7;38,38635;-90,25932;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446666;MO St Louis;Mideast;;
MO-E-2019-1;36,517661;-90,248998;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7448103;diffuse;Mideast;;
MO-E-2019-2;36,517661;-90,248998;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7446748;diffuse;Mideast;;
MO-G-1;36,66569;-94,34692;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446640;diffuse;West;;
MO-G-2;36,66569;-94,34692;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7446722;diffuse;West;;
MOB-4;38,386347;-90,25932;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3602086;MO St Louis;Mideast;;
MOB-7;38,386347;-90,25932;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3602089;MO St Louis;Mideast;;
MOB-8;38,386347;-90,25932;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597485;MO St Louis;Mideast;;
MP-16;31,20781;-89,06641;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451248, ERR7447519;diffuse;Mideast;;
MP-18;31,20781;-89,06641;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451347, ERR7448094;diffuse;Mideast;;
MS-1;42,08830;-72,09619;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448186;diffuse;East;;
MS-3;42,08830;-72,09619;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7447941;diffuse;East;;
NB-A-1;46,03306;-65,04093;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448100;diffuse;Mideast?;;
NB-A-2;46,03306;-65,04093;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448220;diffuse;Mideast?;;
NC-10-F;35,60699;-83,02168;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7446716;diffuse;Mideast;;
NC-9D;35,60699;-83,02168;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448102;diffuse;Mideast;;
NH-A-1;42,89069;-72,52767;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447211;diffuse;East;;
NH-E-1;43,18630;-71,13989;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447499;diffuse;East;;
NH-E-2;43,18630;-71,13989;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447176;diffuse;East;;
NJ-C-1;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448053;PA Philadelphia;East;;
NJ-C-2;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447502;PA Philadelphia;East;;
NJ-C-3;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447174;PA Philadelphia;East;;
NJ-C-4;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447760;PA Philadelphia;East;;
NJ-C-6;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448262;PA Philadelphia;East;;
NJ-C-7;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448182;PA Philadelphia;East;;
NJ-C-8;39,62068;-75,50552;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447517;PA Philadelphia;East;;
NJ-G-1;40,77276;-74,50439;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447527;diffuse;East;;
NJ-G-2;40,77276;-74,50439;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448239;diffuse;East;;
NS-A-2018-1;44,90880;-65,17726;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447865;Nova Scotia West;East;;
NS-A-2018-2;44,90880;-65,17726;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447940;Nova Scotia West;East;;
NS-A-2018-3;44,90880;-65,17726;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448012;Nova Scotia West;East;;
NSA-1;44,908797;-65,177264;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597474;Nova Scotia West;East;;
NSA-3;44,908797;-65,177264;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597476;Nova Scotia West;East;;
NSA-6;44,908797;-65,177264;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597483;Nova Scotia West;East;;
NSA-7;44,908797;-65,177264;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3602088;Nova Scotia West;East;;
NSA-8;44,908797;-65,177264;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3602090;Nova Scotia West;East;;
NSB-6;44,754723;-63,671654;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597482;diffuse;East;;
NSB-7;44,754723;-63,671654;2009;Michael Martin;modern;Martin et al., 2014;BEST (Bieker et al., 2020);HiSeq4000 150x2 bp;ERR3597472;diffuse;East;;
OH-1;40,48763;-82,72695;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7447938;diffuse;Mideast;;
OH-6;40,48763;-82,72695;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448731;diffuse;Mideast;;
OH-B-1;38,90957;-82,72842;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7447947;diffuse;Mideast;;
OH-B-2;38,90957;-82,72842;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448288;diffuse;Mideast;;
ON3-7;45,32971;-74,89333;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7447993;diffuse;Mideast;;
ON3-8;45,32971;-74,89333;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448263;diffuse;East;;
