Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Locality,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR26417517,WGS,300,1654006800,PRJNA1029395,SAMN37868059,Invertebrate,not applicable,603154717,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122940,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,482,not applicable,EKDL210009122-1a-AK19053-AK31180,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_08,SRP466968,Gills and muscle
SRR26417518,WGS,300,2114608800,PRJNA1029395,SAMN37868058,Invertebrate,not applicable,739947194,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122939,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,481,not applicable,EKDL210009122-1a-AK18647-AK31198,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_07,SRP466968,Gills and muscle
SRR26417519,WGS,300,1803957600,PRJNA1029395,SAMN37867626,Invertebrate,not applicable,659335232,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122938,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,49,not applicable,EKDL210005548-1a-AK11692-AK16230,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,BOVA_16,SRP466968,Gills and muscle
SRR26417520,WGS,300,1112154600,PRJNA1029395,SAMN37868057,Invertebrate,not applicable,410757910,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122937,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,480,not applicable,EKDL210009122-1a-AK19202-AK18625,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,ORIS_06,SRP466968,Gills and muscle
SRR26417521,WGS,300,1445036700,PRJNA1029395,SAMN37868056,Invertebrate,not applicable,529275260,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122936,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,479,not applicable,EKDL210009122-1a-AK19049-AK31216,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_05,SRP466968,Gills and muscle
SRR26417522,WGS,300,2851466400,PRJNA1029395,SAMN37868055,Invertebrate,not applicable,1017522976,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122935,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,478,not applicable,EKDL210009122-1a-AK31228-AK31229,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_04,SRP466968,Gills and muscle
SRR26417523,WGS,300,1817314800,PRJNA1029395,SAMN37868054,Invertebrate,not applicable,656081416,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122934,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,477,not applicable,EKDL210009122-1a-AK18657-AK31242,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_03,SRP466968,Gills and muscle
SRR26417524,WGS,300,2000402100,PRJNA1029395,SAMN37868053,Invertebrate,not applicable,724278714,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122933,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,476,not applicable,EKDL210009122-1a-AK31117-AK31118,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_02,SRP466968,Gills and muscle
SRR26417525,WGS,300,1963998900,PRJNA1029395,SAMN37868052,Invertebrate,not applicable,736689802,THE TECHNICAL UNIVERSITY OF DENMARK,Gianni Brundu,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122932,Italy,Europe,Italy,not applicable,Illumina HiSeq 2500,475,not applicable,EKDL210009122-1a-AK31127-AK31128,PAIRED,RANDOM,GENOMIC,Golfo_di_Oristano,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,ORIS_01,SRP466968,Gills and muscle
SRR26417526,WGS,300,3332452500,PRJNA1029395,SAMN37868051,Invertebrate,not applicable,1111633321,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122931,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,474,not applicable,EKDL200012859-1a-AK11526-AK16296,PAIRED,RANDOM,GENOMIC,HaugevAgen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,NISS_49,SRP466968,Gills and muscle
SRR26417527,WGS,300,1834889700,PRJNA1029395,SAMN37868050,Invertebrate,not applicable,616736792,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122930,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,473,not applicable,EKDL200012859-1a-AK11584-AK16263,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,NISS_42,SRP466968,Gills and muscle
SRR26417528,WGS,300,1805395200,PRJNA1029395,SAMN37868049,Invertebrate,not applicable,621788457,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122929,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,472,not applicable,EKDL200012859-1a-AK12629-AK16244,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,NISS_39,SRP466968,Gills and muscle
SRR26417529,WGS,300,855832800,PRJNA1029395,SAMN37868048,Invertebrate,not applicable,280383585,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122928,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,471,not applicable,EKDL200012859-1a-AK11528-AK14283,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,NISS_38,SRP466968,Gills and muscle
SRR26417530,WGS,300,1246333800,PRJNA1029395,SAMN37867625,Invertebrate,not applicable,434697057,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122927,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,48,not applicable,EKDL210009122-1a-AK19045-AK31153,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,BOVA_15,SRP466968,Gills and muscle
SRR26417531,WGS,300,1807130100,PRJNA1029395,SAMN37868047,Invertebrate,not applicable,660620009,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122926,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,470,not applicable,EKDL200012859-1a-AK11524-AK16276,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,NISS_32,SRP466968,Gills and muscle
SRR26417532,WGS,300,2005989900,PRJNA1029395,SAMN37868046,Invertebrate,not applicable,704902077,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122925,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,469,not applicable,EKDL200012859-1a-AK11603-AK16257,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,NISS_31,SRP466968,Gills and muscle
SRR26417533,WGS,300,1354662600,PRJNA1029395,SAMN37868045,Invertebrate,not applicable,473411581,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122924,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,468,not applicable,EKDL210007863-1a-AK34208-AK29626,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,NISS_27,SRP466968,Gills and muscle
SRR26417534,WGS,300,1275569100,PRJNA1029395,SAMN37868044,Invertebrate,not applicable,449871258,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122923,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,467,not applicable,EKDL200012859-1a-AK11473-AK16281,PAIRED,RANDOM,GENOMIC,Nissum_Station_2,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,NISS_26,SRP466968,Gills and muscle
SRR26417535,WGS,300,1845899400,PRJNA1029395,SAMN37867999,Invertebrate,not applicable,636649791,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122922,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,422,not applicable,EKDL210009123-1a-AK31851-AK31852,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,MOLU_09,SRP466968,Gills and muscle
SRR26417536,WGS,300,2710118400,PRJNA1029395,SAMN37867998,Invertebrate,not applicable,896043244,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122921,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,421,not applicable,EKDL210004788-1a-AK11171-AK16279,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,MOLU_08,SRP466968,Gills and muscle
SRR26417537,WGS,300,1468657200,PRJNA1029395,SAMN37867620,Invertebrate,not applicable,519302518,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122920,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,43,not applicable,EKDL210009123-1a-AK18629-AK15913,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,BOVA_10,SRP466968,Gills and muscle
SRR26417538,WGS,300,1694226300,PRJNA1029395,SAMN37867997,Invertebrate,not applicable,576176769,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122919,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,420,not applicable,EKDL210004790-1a-AK11160-AK9453,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,MOLU_07,SRP466968,Gills and muscle
SRR26417539,WGS,300,1661881500,PRJNA1029395,SAMN37867996,Invertebrate,not applicable,557304778,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122918,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,419,not applicable,EKDL200012859-1a-AK11449-AK16245,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,MOLU_06,SRP466968,Gills and muscle
SRR26417540,WGS,300,750248700,PRJNA1029395,SAMN37867995,Invertebrate,not applicable,258485306,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122917,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,418,not applicable,EKDL210005548-1a-AK11528-AK14283,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,MOLU_05,SRP466968,Gills and muscle
SRR26417541,WGS,300,2800134900,PRJNA1029395,SAMN37867994,Invertebrate,not applicable,950215259,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122916,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,417,not applicable,EKDL210004788-1a-AK11714-AK16250,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,MOLU_04,SRP466968,Gills and muscle
SRR26417542,WGS,300,1976727000,PRJNA1029395,SAMN37867993,Invertebrate,not applicable,668385644,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122915,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,416,not applicable,EKDL200012859-1a-AK11200-AK15590,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,MOLU_03,SRP466968,Gills and muscle
SRR26417543,WGS,300,2150608200,PRJNA1029395,SAMN37867992,Invertebrate,not applicable,692012437,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122914,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,415,not applicable,EKDL210004788-1a-AK12626-AK16295,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,MOLU_02,SRP466968,Gills and muscle
SRR26417544,WGS,300,2233980900,PRJNA1029395,SAMN37867991,Invertebrate,not applicable,755927045,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122913,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,414,not applicable,EKDL210004788-1a-AK717-5UDI1548,PAIRED,RANDOM,GENOMIC,Molunat,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,MOLU_01,SRP466968,Gills and muscle
SRR26417545,WGS,300,3032425500,PRJNA1029395,SAMN37867990,Invertebrate,not applicable,1057351072,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122912,USA,North America,USA,not applicable,Illumina HiSeq 2500,413,not applicable,EKDL210004788-1a-AK11381-AK16293,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,Lurida_09,SRP466968,Gills and muscle
SRR26417546,WGS,300,1718106900,PRJNA1029395,SAMN37867989,Invertebrate,not applicable,608722612,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122911,USA,North America,USA,not applicable,Illumina HiSeq 2500,412,not applicable,EKDL210005548-1a-AK11473-AK16281,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,Lurida_08,SRP466968,Gills and muscle
SRR26417547,WGS,300,3118956900,PRJNA1029395,SAMN37867988,Invertebrate,not applicable,1084868571,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122910,USA,North America,USA,not applicable,Illumina HiSeq 2500,411,not applicable,EKDL210004788-1a-AK12629-AK16244,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,Lurida_07,SRP466968,Gills and muscle
SRR26417548,WGS,300,2375326200,PRJNA1029395,SAMN37867619,Invertebrate,not applicable,824580876,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122909,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,42,not applicable,EKDL210009123-1a-AK23715-AK23716,PAIRED,RANDOM,GENOMIC,Bovallstrand,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,BOVA_09,SRP466968,Gills and muscle
SRR26417549,WGS,300,2305605000,PRJNA1029395,SAMN37867987,Invertebrate,not applicable,811820182,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122908,USA,North America,USA,not applicable,Illumina HiSeq 2500,410,not applicable,EKDL210004790-1a-AK11426-AK5939,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,Lurida_06,SRP466968,Gills and muscle
SRR26417550,WGS,300,3130607700,PRJNA1029395,SAMN37867986,Invertebrate,not applicable,1161091951,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122907,USA,North America,USA,not applicable,Illumina HiSeq 2500,409,not applicable,EKDL210004790-1a-AK11605-AK16247,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,Lurida_05,SRP466968,Gills and muscle
SRR26417551,WGS,300,3368592900,PRJNA1029395,SAMN37867985,Invertebrate,not applicable,1213777409,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122906,USA,North America,USA,not applicable,Illumina HiSeq 2500,408,not applicable,EKDL210007862-1a-AK19077-AK19672,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,Lurida_04,SRP466968,Gills and muscle
SRR26417552,WGS,300,1635771000,PRJNA1029395,SAMN37867984,Invertebrate,not applicable,596365427,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122905,USA,North America,USA,not applicable,Illumina HiSeq 2500,407,not applicable,EKDL210004789-1a-AK11591-AK16275,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,Lurida_03,SRP466968,Gills and muscle
SRR26417553,WGS,300,2247438300,PRJNA1029395,SAMN37867983,Invertebrate,not applicable,816599182,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122904,USA,North America,USA,not applicable,Illumina HiSeq 2500,406,not applicable,EKDL210004790-1a-AK11600-AK6934,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,Lurida_02,SRP466968,Gills and muscle
SRR26417554,WGS,300,3864498900,PRJNA1029395,SAMN37867982,Invertebrate,not applicable,1312942201,THE TECHNICAL UNIVERSITY OF DENMARK,Konstantin Divilov,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122903,USA,North America,USA,not applicable,Illumina HiSeq 2500,405,not applicable,EKDL210004788-1a-AK11677-AK5989,PAIRED,RANDOM,GENOMIC,Yaquina_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,Lurida_01,SRP466968,Gills and muscle
SRR26417555,WGS,300,3442436400,PRJNA1029395,SAMN37867981,Invertebrate,not applicable,1239754040,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122902,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,404,not applicable,EKDL210007862-1a-AK19222-AK19679,PAIRED,RANDOM,GENOMIC,Løgstør,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,LOGS_19,SRP466968,Gills and muscle
SRR26417556,WGS,300,2999086500,PRJNA1029395,SAMN37867980,Invertebrate,not applicable,1071535102,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122901,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,403,not applicable,EKDL210004789-1a-AK11685-AK16235,PAIRED,RANDOM,GENOMIC,Løgstør,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,LOGS_18,SRP466968,Gills and muscle
SRR26417557,WGS,300,3433285500,PRJNA1029395,SAMN37867979,Invertebrate,not applicable,1207190978,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122900,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,402,not applicable,EKDL210007862-1a-AK16217-AK16218,PAIRED,RANDOM,GENOMIC,Løgstør,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,LOGS_17,SRP466968,Gills and muscle
SRR26417558,WGS,300,2531212800,PRJNA1029395,SAMN37867978,Invertebrate,not applicable,913557069,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122899,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,401,not applicable,EKDL210007862-1a-AK16201-AK16202,PAIRED,RANDOM,GENOMIC,Løgstør,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,LOGS_16,SRP466968,Gills and muscle
SRR26417559,WGS,300,3125084700,PRJNA1029395,SAMN37867913,Invertebrate,not applicable,1128610457,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122898,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,336,not applicable,EKDL210004789-1a-AK11195-AK16227,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,KLEV_03,SRP466968,Gills and muscle
SRR26417560,WGS,300,2974928100,PRJNA1029395,SAMN37867912,Invertebrate,not applicable,1001918357,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122897,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,335,not applicable,EKDL210004790-1a-AK11168-AK16259,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,KLEV_02,SRP466968,Gills and muscle
SRR26417561,WGS,300,2376368100,PRJNA1029395,SAMN37867911,Invertebrate,not applicable,803912384,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122896,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,334,not applicable,EKDL210004790-1a-AK4251-AK16229,PAIRED,RANDOM,GENOMIC,Klevkilen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,KLEV_01,SRP466968,Gills and muscle
SRR26417562,WGS,300,2233989900,PRJNA1029395,SAMN37867910,Invertebrate,not applicable,763704503,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122895,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,333,not applicable,EKDL210004789-1a-AK11726-AK16225,PAIRED,RANDOM,GENOMIC,Kalvö,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:30:00Z,1,KALV_23,SRP466968,Gills and muscle
